StudyHours,Attendance,AssignmentCompletion,MidtermScore,FinalScore,Extracurricular,Internet,Gender,Age,StressLevel,IncomeLevel,ParentEducation,Participation,SleepHours,Department,Quizzes_Avg,Projects_Score,Total_Score,FinalGrade,at_risk,source
23.0,63.0,51.82,61.56,41.71,1,1,0,24,0,2,4,9.5,6.8,2.0,93.72,89.8,83.05,0,1,dataset1
14.2,65.03,74.8,59.53,92.62,0,1,0,18,0,1,4,0.54,5.9,0.0,77.71,97.86,94.78,1,0,dataset1
23.7,83.06,60.76,56.05,76.47,1,1,1,21,2,0,3,7.6,5.4,2.0,87.47,72.05,50.49,0,1,dataset1
23.8,75.725,50.47,72.67,88.9,0,0,1,19,0,1,4,2.33,6.4,2.0,79.39,63.99,98.98,2,0,dataset1
29.6,85.2,64.8,88.3,71.29,1,1,0,21,0,1,4,3.74,5.9,1.0,51.91,93.2,51.48,3,0,dataset1
18.6,84.13,73.87,58.65,75.97,0,1,0,21,2,1,4,0.89,8.2,0.0,60.66,92.22,50.57,3,0,dataset1
15.1,69.64,69.71,51.41,82.05,0,1,1,22,2,0,2,4.46,5.1,0.0,53.94,81.24,92.88,2,0,dataset1
21.0,69.74,56.77,68.53,94.48,1,1,1,20,2,0,4,8.04,4.7,,55.33,63.66,85.44,0,1,dataset1
20.7,62.74,78.98,44.14,45.51,1,1,1,22,2,0,4,0.99,8.2,2.0,50.77,95.43,55.29,2,0,dataset1
29.7,57.84,74.81,82.08,59.86,0,1,0,23,2,0,3,2.76,5.2,,71.06,58.92,96.87,1,0,dataset1
22.7,75.725,83.78,71.1,82.54,0,1,1,19,0,0,3,3.73,4.2,2.0,58.93,52.18,83.6,3,0,dataset1
12.7,54.66,69.69,69.78,97.5,0,1,0,23,2,0,4,1.04,5.9,2.0,92.78,89.83,55.55,0,1,dataset1
9.7,96.89,56.88,58.03,98.85,0,1,0,18,2,2,4,7.62,8.1,0.0,87.5,78.18,93.03,3,0,dataset1
24.8,91.33,74.97,94.28,78.29,1,1,0,19,2,0,4,7.87,6.2,0.0,78.66,62.32,74.05,3,0,dataset1
9.5,92.88,94.52,45.43,51.62,0,0,1,22,0,1,4,8.36,6.4,2.0,74.45,83.54,63.91,2,0,dataset1
20.7,95.33,73.44,92.19,47.15,1,1,1,24,2,1,4,5.84,4.2,,62.79,88.34,91.25,3,0,dataset1
8.3,70.43,59.78,62.6,96.76,0,1,1,24,0,1,3,5.07,7.6,0.0,73.75,92.23,86.92,2,0,dataset1
23.0,92.34,54.65,92.84,66.04,1,1,0,22,0,0,4,2.63,5.7,,82.06,64.11,81.15,2,0,dataset1
24.6,75.725,97.2,83.73,51.69,0,0,1,23,1,1,4,6.55,7.6,2.0,89.11,51.28,94.93,2,0,dataset1
29.8,51.08,87.15,46.25,96.03,0,1,0,22,2,1,3,4.45,6.1,,54.08,75.5,93.06,0,1,dataset1
28.9,89.24,74.81,89.89,46.27,0,1,0,22,1,2,0,9.71,6.6,,85.42,92.8,61.34,2,0,dataset1
22.8,53.74,64.77,80.93,83.77,0,1,0,21,0,0,4,9.68,6.9,1.0,87.14,60.39,93.93,0,1,dataset1
11.9,99.43,94.76,41.94,77.52,0,1,0,18,1,1,3,9.05,5.0,,77.95,71.06,68.7,2,0,dataset1
6.1,83.74,58.88,48.02,45.26,0,1,0,24,2,2,4,3.6,5.5,2.0,60.72,62.82,71.59,1,0,dataset1
18.9,87.67,76.75,78.14,60.32,1,1,0,21,2,0,2,3.68,6.9,,76.96,50.67,98.62,3,0,dataset1
24.1,62.29,85.68,79.76,49.0,0,1,1,22,2,1,0,8.53,8.1,1.0,75.14,94.93,87.99,0,1,dataset1
5.3,83.69,69.82,84.8,76.27,0,1,0,20,2,0,4,7.29,8.8,0.0,73.79,56.75,66.07,0,1,dataset1
18.1,52.16,52.0,83.21,68.63,0,1,1,21,1,0,4,7.04,6.6,,73.03,88.34,82.4,0,1,dataset1
27.1,91.89,61.39,79.57,40.26,1,1,0,22,1,2,4,2.8,4.4,,55.54,67.33,76.97,2,0,dataset1
20.9,75.725,95.09,85.97,98.54,0,0,1,24,2,0,4,8.33,8.8,2.0,59.14,63.88,55.83,2,0,dataset1
22.1,84.87,74.81,74.51,60.98,0,1,1,22,2,1,2,5.79,6.1,,54.87,97.05,94.39,0,1,dataset1
16.9,61.22,90.77,55.65,55.49,0,1,1,18,0,1,4,4.47,4.5,2.0,62.12,82.86,91.09,0,1,dataset1
28.6,53.42,77.78,94.74,53.35,0,1,1,23,1,0,4,8.65,8.9,,63.17,84.35,88.89,0,1,dataset1
14.4,74.07,97.18,41.09,49.53,1,1,0,19,0,2,4,3.94,5.4,,62.25,87.98,77.96,0,1,dataset1
14.5,58.46,74.81,61.99,99.95,0,1,0,21,1,0,0,6.54,7.3,2.0,60.55,67.05,61.04,0,1,dataset1
17.9,86.47,74.81,83.73,57.71,0,0,0,21,2,0,0,4.66,4.7,,86.77,78.18,94.19,2,0,dataset1
19.6,61.88,65.91,65.63,64.33,0,0,0,21,0,0,2,5.93,7.6,0.0,90.93,63.51,67.65,2,0,dataset1
18.4,67.12,80.08,41.49,92.28,1,1,1,22,1,1,4,0.41,8.9,,66.36,91.73,51.01,1,0,dataset1
25.5,78.37,83.74,43.96,78.51,0,1,1,18,2,0,0,4.61,8.9,,65.26,79.97,99.09,2,0,dataset1
25.9,64.25,74.81,78.92,62.12,1,1,1,22,1,1,2,5.56,4.6,1.0,92.2,62.17,93.06,2,0,dataset1
8.3,75.725,91.11,97.89,93.9,0,1,0,22,1,1,4,4.93,7.8,2.0,81.2,94.99,81.13,2,0,dataset1
19.9,90.78,59.17,73.11,84.98,0,1,1,23,2,0,4,8.47,7.3,0.0,64.67,79.04,50.62,3,0,dataset1
29.6,58.96,74.81,70.41,53.67,0,1,0,20,2,1,2,3.11,8.0,,85.68,74.75,61.39,0,1,dataset1
20.0,54.11,84.32,59.1,78.62,0,1,1,18,2,1,2,8.84,5.7,2.0,67.23,51.72,72.6,1,0,dataset1
22.2,66.42,74.81,55.4,95.34,0,1,1,21,0,2,4,4.03,6.0,0.0,79.33,95.49,81.4,1,0,dataset1
26.5,71.22,71.99,41.26,69.79,1,1,1,19,1,2,2,6.95,5.7,,99.63,97.61,85.41,1,0,dataset1
26.7,77.13,98.19,56.38,84.02,0,1,1,21,2,2,4,0.87,7.8,0.0,65.08,78.13,89.41,1,0,dataset1
5.4,68.62,81.29,66.95,98.27,0,0,1,22,0,0,0,2.0,8.0,2.0,96.53,72.13,77.78,3,0,dataset1
11.0,89.5,97.45,51.88,81.42,0,1,0,18,2,1,4,7.61,5.2,,66.03,67.98,82.81,3,0,dataset1
26.6,51.97,86.12,45.24,46.15,0,1,1,24,0,1,4,0.12,6.9,2.0,77.01,63.4,90.56,0,1,dataset1
21.7,71.59,86.23,83.06,54.67,0,1,0,18,0,0,3,9.69,4.6,2.0,73.0,78.73,85.99,1,0,dataset1
20.8,69.11,79.59,93.68,75.71,0,1,0,18,2,2,2,1.91,4.1,,89.16,56.4,97.74,3,0,dataset1
26.5,82.38,57.11,96.21,56.53,1,1,0,20,0,0,4,9.01,7.1,2.0,53.05,95.96,93.73,0,1,dataset1
25.2,98.31,74.81,77.08,97.45,0,1,0,21,0,1,4,5.16,8.2,,81.36,58.8,58.47,3,0,dataset1
23.8,75.52,62.63,43.17,64.32,1,1,0,20,2,0,3,5.65,8.5,2.0,88.03,87.28,97.37,1,0,dataset1
6.2,99.34,99.93,84.45,67.43,0,1,0,24,0,1,4,0.84,7.1,0.0,73.61,65.34,60.21,2,0,dataset1
24.5,65.11,63.35,46.61,82.1,0,1,0,24,0,1,4,3.65,8.0,2.0,55.26,61.3,99.56,0,1,dataset1
10.0,51.54,61.53,80.18,71.45,1,1,0,23,1,2,4,1.56,6.0,1.0,62.24,77.89,85.07,0,1,dataset1
5.7,58.28,81.19,86.76,62.93,0,1,1,19,2,1,4,5.26,8.4,,83.98,88.26,81.38,0,1,dataset1
17.3,69.76,75.55,83.55,44.6,0,1,1,23,1,1,4,5.51,7.9,2.0,94.77,86.34,66.22,2,0,dataset1
28.6,75.725,51.07,97.11,75.79,0,0,0,22,2,1,4,7.1,5.5,0.0,71.08,61.69,56.66,2,0,dataset1
27.2,75.725,56.48,84.29,92.05,0,1,0,20,0,2,4,8.78,7.0,2.0,78.02,66.53,56.31,1,0,dataset1
29.6,71.63,90.55,81.59,81.15,1,1,0,20,0,0,4,4.68,4.3,2.0,61.42,93.44,93.33,2,0,dataset1
11.2,66.91,74.18,55.7,62.89,0,1,1,23,2,1,4,2.33,4.7,,70.61,86.16,71.62,0,1,dataset1
22.4,75.725,57.3,95.49,47.66,1,1,1,22,0,0,2,3.34,8.7,,66.84,85.63,77.99,0,1,dataset1
6.4,64.81,73.26,50.77,88.98,1,0,0,18,1,1,4,8.47,4.0,,82.78,63.45,96.59,2,0,dataset1
25.1,94.32,62.66,94.29,96.5,0,1,0,22,0,0,4,1.46,5.0,1.0,99.23,89.6,62.77,2,0,dataset1
18.1,75.725,61.18,58.76,63.3,0,1,1,21,1,0,4,6.27,4.7,,90.67,67.92,88.2,0,1,dataset1
29.9,85.7,97.89,47.81,83.72,0,1,1,23,0,2,3,0.13,7.5,0.0,59.61,70.07,73.52,2,0,dataset1
11.0,80.6,68.1,89.6,64.65,0,1,0,22,0,1,0,2.46,4.5,2.0,78.88,64.38,60.64,1,0,dataset1
24.6,71.36,52.32,40.15,70.14,0,1,0,18,0,2,4,5.91,4.1,,53.32,56.07,92.65,0,1,dataset1
9.3,61.95,98.52,89.93,90.19,1,1,0,22,2,1,4,4.56,8.7,2.0,62.35,71.02,84.0,0,1,dataset1
12.2,68.45,89.74,55.74,45.01,1,1,0,20,2,1,2,4.94,8.4,0.0,58.61,50.85,54.75,0,1,dataset1
12.4,79.61,62.72,93.08,71.82,1,1,1,19,0,1,0,6.61,5.8,0.0,66.78,72.8,77.09,0,1,dataset1
19.4,75.725,70.44,81.49,52.88,0,1,1,20,0,0,4,2.35,4.5,,83.94,86.25,92.59,0,1,dataset1
14.1,60.74,93.11,79.97,60.39,1,1,0,24,0,0,3,2.81,7.4,,74.97,98.04,53.35,1,0,dataset1
16.0,55.82,67.87,61.92,78.67,0,1,0,19,2,1,2,6.84,8.4,,96.65,53.93,70.81,0,1,dataset1
18.0,75.725,78.37,43.56,41.63,0,1,0,24,2,1,3,5.38,8.9,,60.64,64.06,90.26,3,0,dataset1
6.4,72.02,76.74,89.8,75.63,1,0,1,22,2,2,4,0.15,4.7,2.0,68.21,74.71,92.92,2,0,dataset1
21.6,81.26,70.06,50.25,57.01,1,1,0,21,2,0,4,6.7,7.0,0.0,66.49,58.52,88.77,3,0,dataset1
21.2,74.52,81.98,62.34,80.17,0,1,0,22,2,1,2,6.2,6.2,,61.8,55.84,65.29,0,1,dataset1
29.1,93.63,73.66,76.02,48.49,1,1,0,18,0,0,0,0.79,4.8,0.0,99.66,72.62,75.35,2,0,dataset1
8.3,77.35,51.06,68.94,84.15,0,1,1,22,2,1,0,7.48,8.0,2.0,69.36,79.04,87.06,2,0,dataset1
5.8,74.04,90.72,51.92,78.74,0,1,0,19,0,1,0,5.22,7.9,,97.03,91.01,57.63,3,0,dataset1
8.3,96.23,55.66,48.44,98.27,1,1,1,20,1,0,4,2.05,8.8,,69.52,99.89,79.75,2,0,dataset1
15.6,75.725,73.2,47.39,94.67,1,1,0,21,0,1,3,5.59,4.4,0.0,60.2,88.71,86.02,0,1,dataset1
10.3,55.58,79.0,91.78,57.0,1,1,0,24,0,1,4,5.95,5.2,0.0,55.96,61.07,92.5,0,1,dataset1
10.4,58.89,85.28,41.89,41.64,0,1,0,22,0,1,3,9.2,8.1,2.0,92.78,87.4,55.58,1,0,dataset1
26.7,89.36,70.54,98.62,79.32,0,0,1,22,1,1,4,7.42,6.0,,51.6,76.86,66.48,3,0,dataset1
13.1,91.79,86.78,51.91,76.17,0,1,0,20,1,0,2,3.02,6.4,,98.22,72.54,77.08,3,0,dataset1
15.4,77.26,56.57,46.62,41.65,1,1,0,21,2,2,4,1.18,7.1,,70.91,96.79,85.05,3,0,dataset1
22.1,77.72,82.67,74.62,47.36,0,1,1,23,2,2,0,8.53,6.0,2.0,62.37,85.1,86.5,2,0,dataset1
13.5,81.6,91.32,44.8,75.08,0,1,1,24,1,1,0,8.46,4.2,0.0,80.87,84.08,62.66,1,0,dataset1
18.9,71.96,94.47,76.15,94.71,1,1,1,22,2,1,4,1.75,7.0,,56.65,50.59,50.69,1,0,dataset1
18.1,84.01,74.81,91.04,94.39,0,1,0,22,1,0,3,0.62,5.1,0.0,53.61,93.25,84.69,2,0,dataset1
11.5,55.42,65.64,42.87,49.09,0,1,1,23,2,0,2,7.12,8.8,2.0,91.39,89.67,95.46,0,1,dataset1
22.9,98.06,58.17,87.99,63.07,1,0,0,24,1,1,4,7.23,7.5,2.0,71.23,64.95,89.88,3,0,dataset1
25.9,87.51,67.28,63.67,42.59,0,1,1,19,2,0,0,1.77,8.2,1.0,75.91,64.61,81.12,2,0,dataset1
24.6,81.56,77.0,49.57,68.16,1,1,1,19,1,0,4,6.68,8.8,,58.83,52.67,98.88,0,1,dataset1
14.9,65.82,59.82,50.57,85.19,1,1,1,18,0,1,4,2.79,4.3,1.0,53.07,52.54,71.66,2,0,dataset1
28.3,58.05,97.63,95.13,87.4,0,1,0,20,2,0,4,2.61,4.7,,68.39,83.43,76.25,1,0,dataset1
27.5,70.47,94.86,46.64,69.94,0,1,0,21,0,0,4,3.25,8.0,,75.31,59.31,50.61,1,0,dataset1
11.7,83.08,51.65,92.01,45.75,0,1,0,22,0,0,4,5.2,8.4,0.0,88.27,96.18,97.3,0,1,dataset1
8.1,75.725,78.1,72.65,62.88,0,1,0,24,0,1,4,8.04,4.0,1.0,75.05,92.12,79.17,0,1,dataset1
27.3,69.13,89.47,42.34,95.93,0,1,0,22,1,1,2,4.99,8.7,2.0,89.13,67.44,69.54,0,1,dataset1
23.6,80.66,62.27,67.87,53.78,1,1,0,18,2,0,4,2.98,6.3,2.0,55.77,69.0,52.23,2,0,dataset1
12.8,90.69,76.19,89.05,59.19,0,1,0,24,1,1,2,8.84,6.3,0.0,53.2,66.36,68.12,3,0,dataset1
12.6,51.31,70.3,83.57,84.81,0,1,0,24,2,0,0,0.55,8.4,0.0,57.94,54.62,50.18,0,1,dataset1
13.1,72.53,59.83,69.33,84.01,0,1,0,22,0,0,3,7.97,5.4,,88.6,51.57,66.22,2,0,dataset1
26.5,75.725,80.74,91.6,94.73,0,1,1,20,1,0,4,7.84,6.9,0.0,87.97,72.61,97.57,1,0,dataset1
11.0,77.31,99.68,47.22,63.29,0,1,1,18,0,0,3,2.54,5.7,2.0,57.07,97.15,57.71,2,0,dataset1
21.3,82.57,68.26,94.6,70.88,0,1,0,20,1,0,4,1.98,4.6,2.0,51.55,95.86,77.27,0,1,dataset1
25.9,75.83,77.62,90.79,68.04,0,1,0,18,0,2,2,8.75,5.8,2.0,84.26,90.49,59.33,3,0,dataset1
14.7,99.59,66.39,82.5,95.67,1,1,0,22,1,2,4,5.59,4.9,2.0,92.76,81.43,89.17,3,0,dataset1
6.5,52.73,93.85,89.07,86.16,1,1,0,18,1,1,3,0.46,6.6,1.0,87.71,92.81,78.12,1,0,dataset1
24.0,74.55,74.81,72.63,89.89,0,1,1,19,2,0,4,8.91,6.6,2.0,60.14,75.75,60.11,1,0,dataset1
5.5,54.57,58.94,80.51,47.99,0,1,1,24,1,1,3,3.49,6.2,1.0,79.19,59.01,93.31,1,0,dataset1
25.8,57.99,95.0,73.64,87.51,0,1,0,21,0,1,0,3.42,4.9,,87.87,84.21,89.2,0,1,dataset1
14.0,69.15,57.58,61.33,65.98,1,1,1,22,2,0,4,6.43,4.6,0.0,62.79,96.03,97.57,1,0,dataset1
25.0,57.78,54.77,74.13,41.4,0,1,1,23,2,0,4,6.61,4.5,0.0,76.39,50.98,50.03,0,1,dataset1
18.6,98.18,82.65,55.45,43.61,0,1,0,21,2,1,2,3.53,4.6,2.0,65.72,62.57,72.86,3,0,dataset1
14.0,97.34,69.3,66.42,80.67,1,1,0,22,2,0,4,1.43,5.5,2.0,61.28,63.27,99.99,2,0,dataset1
27.5,66.81,76.54,56.85,62.32,1,1,0,21,0,1,4,5.52,4.0,2.0,98.48,54.95,90.56,1,0,dataset1
24.2,81.99,82.63,47.37,92.09,1,1,0,19,2,0,4,6.25,4.3,0.0,95.63,61.27,91.56,1,0,dataset1
7.0,76.69,52.64,59.31,84.06,0,1,1,21,2,1,4,8.6,6.4,0.0,72.28,69.2,81.06,0,1,dataset1
28.3,90.78,64.65,91.12,41.3,0,1,0,18,0,1,4,4.84,4.9,,56.84,96.99,85.64,3,0,dataset1
16.7,81.37,73.05,62.86,81.21,0,1,1,21,2,1,4,6.46,5.3,0.0,86.4,93.01,90.27,3,0,dataset1
8.7,50.01,63.33,84.88,51.54,0,1,0,22,2,0,0,0.54,5.8,2.0,62.79,97.3,54.61,0,1,dataset1
24.3,88.16,52.45,50.51,65.35,0,1,1,23,2,2,0,8.95,4.2,,58.43,56.03,84.63,3,0,dataset1
17.9,87.34,54.33,65.47,77.48,0,1,0,23,2,0,2,3.27,5.1,0.0,69.08,51.4,90.77,3,0,dataset1
21.8,75.49,90.09,46.89,92.36,0,1,0,20,2,1,0,6.32,7.9,2.0,76.49,55.49,52.04,0,1,dataset1
22.4,95.15,95.57,48.32,67.37,0,1,1,24,1,0,0,9.16,5.7,0.0,54.87,95.71,64.85,3,0,dataset1
9.9,95.42,57.61,77.05,88.51,0,0,1,21,1,0,4,8.11,4.9,,78.59,57.87,66.2,3,0,dataset1
29.3,76.2,74.81,76.45,86.98,0,1,1,23,1,1,0,6.38,5.0,,50.77,78.63,92.73,0,1,dataset1
7.6,80.4,82.61,52.8,64.87,1,1,0,21,0,0,0,7.04,8.9,2.0,94.59,61.38,89.02,0,1,dataset1
20.1,99.83,97.71,68.47,70.06,1,1,1,24,0,1,0,9.21,4.7,,96.04,51.03,82.82,3,0,dataset1
8.7,64.94,64.98,91.8,82.03,0,1,1,23,2,1,3,8.12,8.5,0.0,86.65,54.23,90.24,2,0,dataset1
26.9,66.23,92.76,50.45,41.87,1,1,1,24,1,2,0,6.1,4.4,,73.33,85.49,72.67,3,0,dataset1
9.3,59.14,75.3,41.15,93.45,0,1,1,21,0,2,3,6.59,8.4,2.0,62.74,59.12,93.74,0,1,dataset1
16.0,94.79,97.83,79.12,86.19,0,0,1,22,2,0,4,1.47,6.5,,87.21,61.46,61.71,3,0,dataset1
7.2,87.22,56.81,43.21,54.96,1,0,1,21,0,0,0,4.7,7.0,,96.59,68.86,85.23,3,0,dataset1
16.2,55.28,74.81,98.8,98.87,0,1,1,24,2,1,4,3.01,5.2,0.0,57.93,82.86,62.09,0,1,dataset1
5.1,99.09,72.05,76.58,50.76,0,1,1,22,1,0,3,4.32,8.5,,73.29,73.47,51.99,3,0,dataset1
16.1,86.55,97.65,68.22,94.85,1,1,1,22,0,1,0,6.62,6.9,2.0,65.76,97.23,64.21,2,0,dataset1
22.2,92.53,72.93,65.8,59.47,1,0,0,20,1,0,4,1.49,7.4,1.0,67.84,71.71,74.65,3,0,dataset1
9.6,75.725,76.5,74.38,85.79,0,1,0,23,2,1,2,0.17,6.8,2.0,70.29,59.96,92.17,3,0,dataset1
18.8,75.25,90.24,45.44,67.38,0,1,1,18,0,1,3,3.97,4.6,0.0,97.59,76.81,75.44,0,1,dataset1
16.9,84.93,86.13,95.8,84.19,0,1,0,22,0,1,4,3.22,8.2,,62.93,72.54,58.96,3,0,dataset1
13.4,77.15,80.98,77.54,49.35,1,0,0,24,0,0,4,4.2,4.9,,74.63,89.36,99.64,0,1,dataset1
21.8,83.33,70.85,51.04,56.17,1,1,1,23,2,0,4,9.31,5.5,0.0,97.57,96.76,63.5,3,0,dataset1
29.9,75.725,89.62,73.75,45.99,1,0,1,19,1,0,3,7.07,7.3,0.0,73.8,91.81,99.26,2,0,dataset1
28.4,68.72,97.41,48.0,91.91,0,1,1,21,1,1,4,3.27,4.5,2.0,93.18,69.45,96.82,2,0,dataset1
29.3,92.43,50.49,41.05,57.78,0,1,1,24,1,2,0,1.79,8.7,2.0,52.94,60.81,77.12,3,0,dataset1
5.5,58.15,79.39,77.83,81.67,1,1,1,19,1,1,4,6.18,4.6,2.0,97.65,95.72,54.6,0,1,dataset1
11.4,63.54,93.3,78.91,89.21,1,1,1,24,0,2,0,6.58,7.3,,59.38,69.3,84.77,2,0,dataset1
28.1,52.17,82.66,75.02,94.09,1,0,0,21,1,0,4,4.84,7.2,0.0,99.0,88.51,92.29,1,0,dataset1
6.2,68.22,90.04,51.01,46.38,0,1,1,20,2,1,4,2.13,7.5,2.0,58.78,99.48,72.27,2,0,dataset1
14.1,69.0,94.75,76.21,93.58,0,1,0,24,1,2,3,0.29,6.2,2.0,72.22,78.87,61.95,0,1,dataset1
21.3,90.26,87.55,43.39,51.84,0,1,1,22,1,0,4,2.66,5.9,0.0,65.43,73.99,90.14,3,0,dataset1
29.6,82.66,74.81,76.55,84.21,0,1,1,18,2,2,4,4.57,8.9,,71.66,84.99,77.25,0,1,dataset1
11.9,71.84,98.24,73.24,83.73,1,1,0,22,0,1,0,7.88,8.1,,62.53,59.7,59.88,0,1,dataset1
24.1,82.61,93.18,79.32,40.51,0,1,1,21,1,2,4,8.54,6.4,0.0,98.27,74.41,97.48,1,0,dataset1
21.5,52.64,90.77,93.73,53.24,0,1,1,24,0,0,4,4.13,4.9,0.0,65.29,65.62,97.4,0,1,dataset1
20.3,59.01,54.32,91.02,69.51,0,1,0,18,1,1,4,7.96,8.5,2.0,82.66,58.21,68.35,1,0,dataset1
23.6,81.35,74.81,98.84,65.2,0,1,1,22,2,0,4,9.93,7.2,,56.87,80.51,53.2,0,1,dataset1
11.3,82.07,77.84,98.57,95.11,1,1,0,18,1,0,2,7.17,4.7,,91.22,78.79,81.54,2,0,dataset1
13.5,88.71,85.48,86.34,61.58,0,1,1,21,2,2,4,7.29,4.9,2.0,77.13,88.06,65.86,2,0,dataset1
19.0,70.15,65.16,97.39,96.22,0,0,1,20,2,1,4,9.1,6.7,,98.97,93.65,53.32,2,0,dataset1
16.0,86.13,54.67,92.04,67.57,0,1,0,20,2,1,3,3.38,6.5,0.0,71.17,61.02,94.59,3,0,dataset1
23.0,75.725,65.55,83.65,97.86,0,0,1,24,2,1,2,0.11,6.0,1.0,59.77,88.99,99.91,0,1,dataset1
25.0,75.725,74.81,44.52,84.24,0,1,0,22,0,1,4,9.87,6.1,0.0,67.3,68.37,67.52,1,0,dataset1
18.2,60.76,93.87,42.94,89.76,0,1,0,19,2,2,0,4.9,4.9,,86.85,81.44,87.24,0,1,dataset1
14.8,77.58,95.65,90.26,46.29,1,0,0,21,2,2,0,7.86,5.3,0.0,82.96,92.51,53.29,3,0,dataset1
27.8,80.09,68.94,69.38,75.17,0,1,1,22,1,1,2,8.12,6.5,,88.92,62.81,68.49,0,1,dataset1
23.7,99.93,68.63,88.88,48.56,0,1,1,22,2,2,4,3.98,4.3,,53.67,80.05,55.44,3,0,dataset1
21.8,60.06,70.34,58.78,57.86,0,1,0,20,2,0,2,5.41,5.8,,79.02,74.02,52.77,1,0,dataset1
6.4,76.16,68.79,63.86,77.41,1,1,1,24,1,0,4,5.4,5.1,,96.61,89.53,79.44,3,0,dataset1
18.2,67.31,83.31,82.01,83.57,0,0,1,18,0,0,3,2.2,4.9,1.0,55.4,84.86,90.1,0,1,dataset1
8.0,76.29,67.92,94.92,42.35,0,1,1,21,1,2,4,1.18,4.7,,54.72,88.48,72.65,1,0,dataset1
21.5,61.61,51.02,45.27,71.86,0,0,0,18,0,1,0,5.44,4.7,,85.83,64.4,76.21,0,1,dataset1
12.5,52.38,71.95,91.69,73.92,1,0,1,23,0,2,2,1.2,4.8,1.0,65.76,85.22,63.54,0,1,dataset1
23.5,78.63,61.21,87.58,44.73,0,1,0,23,1,0,0,3.46,5.9,,82.93,80.29,86.82,2,0,dataset1
24.5,66.79,51.44,58.93,70.04,0,1,1,21,2,0,4,1.86,4.5,0.0,77.27,72.83,68.05,1,0,dataset1
12.5,59.1,73.54,61.31,82.83,0,1,1,24,2,1,0,7.07,8.5,,99.3,68.92,53.37,1,0,dataset1
29.4,66.2,60.3,42.79,43.19,0,1,0,19,1,0,4,8.72,6.5,,94.45,66.58,58.28,0,1,dataset1
17.9,52.46,72.64,40.94,85.62,1,1,1,23,0,2,2,5.78,6.5,1.0,83.9,50.48,56.42,0,1,dataset1
10.4,97.52,63.89,68.62,74.59,0,1,0,20,2,1,4,4.1,5.1,,63.08,58.48,71.79,2,0,dataset1
24.4,79.06,80.19,45.73,89.99,0,1,1,19,2,1,4,9.97,8.3,2.0,63.1,52.95,53.26,0,1,dataset1
24.0,90.74,99.54,51.64,53.08,0,1,0,22,1,1,3,0.21,8.1,,94.11,92.42,90.32,3,0,dataset1
15.3,71.16,77.36,90.81,90.0,0,1,1,23,2,1,0,3.04,4.2,,79.27,93.0,95.4,0,1,dataset1
21.5,95.17,82.34,74.26,45.67,0,1,1,20,0,1,2,2.79,7.7,,89.46,92.31,62.42,3,0,dataset1
5.5,74.17,95.96,78.02,64.23,0,1,1,22,2,0,4,3.56,4.9,,72.49,90.9,74.28,0,1,dataset1
12.3,78.7,68.7,51.25,51.97,0,1,0,19,1,2,4,2.31,6.8,,55.15,61.07,75.95,2,0,dataset1
27.0,74.59,74.81,89.72,92.56,0,1,0,21,0,1,4,2.64,8.4,0.0,66.63,74.59,99.25,1,0,dataset1
10.8,86.66,64.14,92.08,82.3,0,1,0,22,2,0,3,2.58,8.7,2.0,58.06,95.39,53.28,2,0,dataset1
27.6,78.33,70.14,71.4,41.52,1,0,1,18,0,1,0,5.06,4.9,,89.09,87.99,83.39,3,0,dataset1
19.5,63.58,82.25,94.75,40.57,0,1,0,21,1,1,3,3.91,8.7,2.0,85.03,50.09,67.29,2,0,dataset1
27.6,57.28,50.23,90.69,57.47,0,1,0,21,0,2,4,6.39,4.3,1.0,54.42,72.97,75.09,0,1,dataset1
8.3,80.31,92.67,83.88,48.6,0,1,0,19,1,2,0,5.14,8.5,1.0,81.07,50.53,60.85,1,0,dataset1
16.6,74.46,53.8,84.04,77.82,0,1,0,19,0,0,4,1.83,7.9,0.0,93.71,64.03,58.01,3,0,dataset1
12.4,54.8,95.03,46.32,79.83,0,1,0,20,2,0,4,8.1,8.6,0.0,84.87,71.79,62.18,1,0,dataset1
27.2,69.78,97.47,56.25,96.52,0,1,0,20,1,0,0,4.72,5.8,,75.56,94.64,53.56,0,1,dataset1
13.5,75.74,99.51,44.01,97.12,0,1,0,18,0,0,4,1.53,8.7,,65.59,82.72,63.9,0,1,dataset1
19.7,91.34,74.81,40.52,79.53,0,1,0,21,2,1,3,1.67,8.1,2.0,94.35,68.12,84.52,3,0,dataset1
25.7,53.81,57.09,49.5,40.34,0,1,0,24,2,1,4,7.97,5.6,2.0,71.14,74.53,82.57,0,1,dataset1
10.7,67.42,85.31,92.83,61.54,1,1,0,18,0,2,4,7.03,5.7,2.0,92.77,90.87,77.72,3,0,dataset1
6.1,91.13,60.17,54.39,70.79,1,1,1,18,1,2,4,5.07,5.8,2.0,89.15,64.98,50.02,3,0,dataset1
17.4,82.42,94.86,98.21,69.95,1,1,1,24,1,1,4,3.06,6.9,1.0,90.81,80.75,56.29,0,1,dataset1
22.1,64.5,65.83,75.84,76.2,1,1,0,24,1,1,2,4.61,4.9,0.0,99.49,63.11,92.14,3,0,dataset1
23.0,92.27,66.34,54.24,97.63,1,1,1,24,0,1,2,6.36,6.2,2.0,87.44,74.0,63.59,3,0,dataset1
